OBJECTID,COUNTY,CITY,COPRI,created_user,created_date,last_edited_user,last_edited_date,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length
677,Orange County,Unincorporated,30000,,,,,,,,,192282.328125,2023.24673762167
678,Orange County,Unincorporated,30000,,,,,,,,,229746.234375,2308.57634306892
679,Orange County,Unincorporated,30000,,,,,,,,,239226.625,2028.02175801379
680,Orange County,Unincorporated,30000,,,,,,,,,284350.3125,3545.60736411228
681,Orange County,Unincorporated,30000,,,,,,,,,343283.91796875,4091.73255239684
682,Orange County,Unincorporated,30000,,,,,,,,,606080.91015625,6778.22346410418
683,Orange County,Unincorporated,30000,,,,,,,,,580333.73046875,3999.1703872233
684,Orange County,Unincorporated,30000,,,,,,,,,597238.05078125,4072.62601649328
685,Orange County,Unincorporated,30000,,,,,,,,,585995.3046875,3094.54060420776
686,Orange County,Unincorporated,30000,,,,,,,,,798958.82421875,3655.71195537054
687,Orange County,Unincorporated,30000,,,,,,,,,862907.3828125,4405.92339102927
688,Orange County,Unincorporated,30000,,,,,,,,,1574230.71875,25960.1191432584
689,Orange County,Unincorporated,30000,,,,,,,,,1100636.03125,7264.90576806069
690,Orange County,Unincorporated,30000,,,,,,,,,1447945.0859375,5979.78691617092
691,Orange County,Unincorporated,30000,,,,,,,,,1318645.6953125,7092.27926364468
692,Orange County,Unincorporated,30000,,,,,,,,,1741759.21484375,7385.56414015074
693,Orange County,Unincorporated,30000,,,,,,,,,2315890.9296875,13837.8863471147
694,Orange County,Unincorporated,30000,,,,,,,,,2723479.78515625,9021.27530624918
695,Orange County,Unincorporated,30000,,,,,,,,,2900374.6328125,14714.0247882414
696,Orange County,Unincorporated,30000,,,,,,,,,3111070.921875,10682.3752449477
697,Orange County,Unincorporated,30000,,,,,,,,,5805844.41015625,10882.7607772777
698,Orange County,Unincorporated,30000,,,,,,,,,8697013.5625,16488.49078782
699,Orange County,Unincorporated,30000,,,,,,,,,12969493.453125,33964.6212567124
700,Orange County,Unincorporated,30000,,,,,,,,,20542048.7226563,33622.8070247956
701,Orange County,Unincorporated,30000,,,,,,,,,25840658.0664063,35395.9297673289
702,Orange County,Unincorporated,30000,,,,,,,,,27056354.1796875,40848.6366541904
703,Orange County,Unincorporated,30000,,,,,,,,,42467931.4335938,41757.1623276536
704,Orange County,Unincorporated,30000,,,,,,,,,558388212.347656,183037.480538812
705,Orange County,Villa Park,30024,,,,,,,,,7818773.57421875,17567.6552623449
706,Orange County,Westminster,30020,,,,,,,,,37829311.3789063,54676.5252358339
707,Orange County,Yorba Linda,30025,,,,,,,,,75324749.8203125,73660.3347030356
708,Placer County,Auburn,31001,,,,,,,,,461198.49609375,4174.85405722237
709,Placer County,Auburn,31001,,,,,,,,,28213192.8789063,48076.7190590994
710,Placer County,Auburn,31001,,,,,,,,,1952854.79296875,7585.35039405274
711,Placer County,Colfax,31002,,,,,,,,,502989.5390625,3053.50899793266
712,Placer County,Colfax,31002,,,,,,,,,112380.0078125,1418.50943372683
713,Placer County,Colfax,31002,,,,,,,,,5387350.7109375,22252.9926406931
714,Placer County,Lincoln,31003,,,,,,,,,102890770.382813,65023.7996305119
715,Placer County,Loomis,31006,,,,,,,,,31363962.6992188,37187.1488738728
716,Placer County,Rocklin,31004,,,,,,,,,84310905.1523438,52386.967601124
717,Placer County,Roseville,31005,,,,,,,,,191999.703125,1974.86961368705
718,Placer County,Roseville,31005,,,,,,,,,188177702.246094,101336.866785218
719,Placer County,Unincorporated,31000,,,,,,,,,88346.62109375,1203.87871846927
720,Placer County,Unincorporated,31000,,,,,,,,,774687.66015625,5648.16722664946
721,Placer County,Unincorporated,31000,,,,,,,,,2486925.0078125,8590.80543028553
722,Placer County,Unincorporated,31000,,,,,,,,,1094.18359375,257.384944205641
723,Placer County,Unincorporated,31000,,,,,,,,,1583.546875,425.945812545742
724,Placer County,Unincorporated,31000,,,,,,,,,3001.33984375,232.809095470294
725,Placer County,Unincorporated,31000,,,,,,,,,188090.625,2399.83027331707
726,Placer County,Unincorporated,31000,,,,,,,,,6005894779.85156,772243.434067576
727,Plumas County,Portola,32001,,,,,,,,,3373.6328125,236.401831160988
728,Plumas County,Portola,32001,,,,,,,,,23879531.3671875,39133.3228366419
729,Plumas County,Unincorporated,32000,,,,,,,,,11526523102.9883,698317.787684379
730,Riverside County,Banning,33001,,,,,,,,,87697267.71875,98869.3981486623
731,Riverside County,Beaumont,33002,,,,,,,,,114481658.303638,94951.580578584
732,Riverside County,Blythe,33003,,,,,,,,,10071931.640625,16442.8394746844
733,Riverside County,Blythe,33003,,,,,,,,,92112406.2773438,104955.436506034
734,Riverside County,Calimesa,33022,,,,,,,,,56098048.7354279,48765.9297172743
735,Riverside County,Canyon Lake,33023,,,,,,,,,17329051.5976563,23482.3527005423
736,Riverside County,Cathedral City,33019,,,,,,,,,85767105.7578125,73018.2231982494
737,Riverside County,Coachella,33012,,,,,,,,,111772447.964844,69891.4797370371
738,Riverside County,Coachella,33012,,,,,,,,,464357.3671875,2898.56014939843
739,Riverside County,Corona,33004,,,,,,,,,150315069.640625,132829.174911024
740,Riverside County,Desert Hot Springs,33014,,,,,,,,,115031741.839844,89691.6954651685
741,Riverside County,Eastvale,33027,,,,,,,,,49566861.8203125,44402.6617716411
742,Riverside County,Hemet,33006,,,,,,,,,109295031.894531,83478.1030620344
743,Riverside County,Hemet,33006,,,,,,,,,525977.00390625,3506.86437230029
744,Riverside County,Indian Wells,33016,,,,,,,,,54726297.0117188,37052.3217526076
745,Riverside County,Indio,33007,,,,,,,,,124542066.90625,90230.4584071431
746,Riverside County,Indio,33007,,,,,,,,,240861.125,1963.47785165092
747,Riverside County,Jurupa Valley,33028,,,,,,,,,164932314.515625,61838.4166747021
748,Riverside County,La Quinta,33020,,,,,,,,,133856416.761719,74309.6742767078
749,Riverside County,Lake Elsinore,33005,,,,,,,,,163340605.847656,112738.44485394
750,Riverside County,Menifee,33026,,,,,,,,,174743995.238281,83468.9442182058
751,Riverside County,Moreno Valley,33021,,,,,,,,,194877439.519531,93729.9163338141
752,Riverside County,Murrieta,33024,,,,,,,,,132635623.289063,70969.2358390886
753,Riverside County,Norco,33015,,,,,,,,,52803979.4570313,44818.2679440386
754,Riverside County,Palm Desert,33018,,,,,,,,,101201631.296875,75957.8693906062
755,Riverside County,Palm Springs,33011,,,,,,,,,355551704.214844,177070.261449949
756,Riverside County,Perris,33008,,,,,,,,,119141384.480469,86542.003892478
757,Riverside County,Rancho Mirage,33017,,,,,,,,,97745068.609375,56940.46770116
758,Riverside County,Riverside,33009,,,,,,,,,307572417.34375,126067.848982464
759,Riverside County,San Jacinto,33010,,,,,,,,,97927720.1914063,71906.3350107839
760,Riverside County,Temecula,33013,,,,,,,,,138811054.941406,86649.0037576134
761,Riverside County,Unincorporated,33000,,,,,,,,,22382626175.8164,1702152.90579535
762,Riverside County,Unincorporated,33000,,,,,,,,,35962.75,1021.04765995931
763,Riverside County,Unincorporated,33000,,,,,,,,,47898.0390625,1303.82449409536
764,Riverside County,Unincorporated,33000,,,,,,,,,95139.5,2399.52629199982
765,Riverside County,Unincorporated,33000,,,,,,,,,105791.64453125,1952.54939532356
766,Riverside County,Unincorporated,33000,,,,,,,,,197010.1875,5218.12533214067
767,Riverside County,Unincorporated,33000,,,,,,,,,206750.90625,1942.16241401345
768,Riverside County,Unincorporated,33000,,,,,,,,,231022.4921875,2638.28992905342
769,Riverside County,Unincorporated,33000,,,,,,,,,255351.5,4887.23331396302
770,Riverside County,Unincorporated,33000,,,,,,,,,387372.48046875,2941.42512106763
771,Riverside County,Unincorporated,33000,,,,,,,,,650716.91015625,4840.41598681173
772,Riverside County,Unincorporated,33000,,,,,,,,,13380064.8046875,22294.132493715
773,Riverside County,Unincorporated,33000,,,,,,,,,1014155.62109375,5819.82962076597
774,Riverside County,Unincorporated,33000,,,,,,,,,782164.6953125,4312.72954590289
775,Riverside County,Unincorporated,33000,,,,,,,,,61557554.4921875,60330.0052591483
776,Riverside County,Unincorporated,33000,,,,,,,,,1420562907.96484,431728.221003027
777,Riverside County,Unincorporated,33000,,,,,,,,,27853278.9960938,44289.6738551275
778,Riverside County,Unincorporated,33000,,,,,,,,,4194486.8984375,13610.3482703857
779,Riverside County,Unincorporated,33007,,,,,,,,,3667457.88671875,8832.23330472623
780,Riverside County,Unincorporated,33007,,,,,,,,,42180.265625,891.424475567032
781,Riverside County,Wildomar,33025,,,,,,,,,88908236.5351563,42978.1937011946
782,Sacramento County,Citrus Heights,34006,,,,,,,,,60528247.734375,37809.8884645663
783,Sacramento County,Elk Grove,34007,,,,,,,,,180517914.464844,85118.5439085353
784,Sacramento County,Folsom,34004,,,,,,,,,127810015.597656,60641.338354263
785,Sacramento County,Galt,34005,,,,,,,,,1953961.72265625,5655.61764805402
786,Sacramento County,Galt,34005,,,,,,,,,30957338.0273438,34695.5911411662
787,Sacramento County,Isleton,34001,,,,,,,,,346039.94140625,2583.79576984605
788,Sacramento County,Isleton,34001,,,,,,,,,1612367.3671875,7666.71080064474
789,Sacramento County,Rancho Cordova,34008,,,,,,,,,147803588.757813,83462.6409131282
790,Sacramento County,Sacramento,34003,,,,,,,,,426998831.799683,198549.511735353
791,Sacramento County,Unincorporated,34000,,,,,,,,,67840.1484375,1140.75869427217
792,Sacramento County,Unincorporated,34000,,,,,,,,,3218341303.96982,772042.974733324
793,Sacramento County,Unincorporated,34000,,,,,,,,,5627104.28515625,10858.1605362553
794,Sacramento County,Unincorporated,34000,,,,,,,,,130404.3515625,1936.87641274063
795,San Benito County,Hollister,35001,,,,,,,,,4202.16796875,258.585010117657
796,San Benito County,Hollister,35001,,,,,,,,,7322.16796875,343.540551713018
797,San Benito County,Hollister,35001,,,,,,,,,66686.859375,1003.89735066024
798,San Benito County,Hollister,35001,,,,,,,,,588942.16015625,3029.96705276493
799,San Benito County,Hollister,35001,,,,,,,,,31905495.3085938,82062.6608489725
800,San Benito County,Hollister,35001,,,,,,,,,588735.77734375,4080.98995351234
801,San Benito County,San Juan Bautista,35002,,,,,,,,,10324.8359375,495.891055865631
802,San Benito County,San Juan Bautista,35002,,,,,,,,,3157024.5078125,11394.1771693556
803,San Benito County,Unincorporated,35000,,,,,,,,,5559903314.625,551414.748845183
804,San Benito County,Unincorporated,35000,,,,,,,,,1635.2734375,163.332776366635
805,San Benito County,Unincorporated,35000,,,,,,,,,1670.8046875,166.768575310278
806,San Benito County,Unincorporated,35000,,,,,,,,,1715.57421875,170.294086452379
807,San Benito County,Unincorporated,35000,,,,,,,,,1726.171875,213.733409429253
808,San Benito County,Unincorporated,35000,,,,,,,,,3419.0703125,263.752122550248
809,San Benito County,Unincorporated,35000,,,,,,,,,3608.03515625,255.491506300109
810,San Benito County,Unincorporated,35000,,,,,,,,,5828.45703125,306.396518687985
811,San Benito County,Unincorporated,35000,,,,,,,,,6525.01171875,323.576196008209
812,San Benito County,Unincorporated,35000,,,,,,,,,17106.453125,1283.36607721593
813,San Benito County,Unincorporated,35000,,,,,,,,,35003.40234375,837.979360846762
814,San Benito County,Unincorporated,35000,,,,,,,,,52079.12890625,989.569784089585
815,San Benito County,Unincorporated,35000,,,,,,,,,97099.70703125,2026.83489985546
816,San Benito County,Unincorporated,35000,,,,,,,,,139697.5703125,2228.15542434933
817,San Bernardino County,Adelanto,36014,,,,,,,,,5644.16015625,402.011580647358
818,San Bernardino County,Adelanto,36014,,,,,,,,,9685.5859375,529.0648257398
819,San Bernardino County,Adelanto,36014,,,,,,,,,39686.39453125,2315.8435997776
820,San Bernardino County,Adelanto,36014,,,,,,,,,189141.46875,2604.53569012772
821,San Bernardino County,Adelanto,36014,,,,,,,,,202297947.425781,116967.203829464
822,San Bernardino County,Apple Valley,36021,,,,,,,,,294702239.347656,104691.205416691
823,San Bernardino County,Barstow,36009,,,,,,,,,159265189.328125,124525.784911864
824,San Bernardino County,Big Bear Lake,36017,,,,,,,,,335.8984375,75.5319253680683
825,San Bernardino County,Big Bear Lake,36017,,,,,,,,,677.78125,110.467102183499
826,San Bernardino County,Big Bear Lake,36017,,,,,,,,,681.4296875,110.669507611303
827,San Bernardino County,Big Bear Lake,36017,,,,,,,,,681.8515625,110.709251706408
828,San Bernardino County,Big Bear Lake,36017,,,,,,,,,692.36328125,114.053564048594
829,San Bernardino County,Big Bear Lake,36017,,,,,,,,,840.34375,184.700021134552
830,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1098.3984375,136.846582885202
831,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1184.3515625,167.970752317804
832,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1271.9296875,175.454180466123
833,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1297.5234375,153.461372350357
834,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1359.57421875,147.494482666219
835,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1360.65625,184.248805906184
836,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1368.73046875,147.986135350939
837,San Bernardino County,Big Bear Lake,36017,,,,,,,,,1719.890625,154.697966123782
838,San Bernardino County,Big Bear Lake,36017,,,,,,,,,2035.61328125,184.357081384431
839,San Bernardino County,Big Bear Lake,36017,,,,,,,,,2045.83984375,184.737511276292
840,San Bernardino County,Big Bear Lake,36017,,,,,,,,,2126.87109375,184.753627923568
841,San Bernardino County,Big Bear Lake,36017,,,,,,,,,2681.76953125,211.712934672102
842,San Bernardino County,Big Bear Lake,36017,,,,,,,,,2848.46875,210.857298838232
843,San Bernardino County,Big Bear Lake,36017,,,,,,,,,3066.02734375,221.493445399755
844,San Bernardino County,Big Bear Lake,36017,,,,,,,,,13844.3671875,553.543734615498
845,San Bernardino County,Big Bear Lake,36017,,,,,,,,,24412779.7304688,53016.7231480998
846,San Bernardino County,Chino,36001,,,,,,,,,113406901.094807,74578.6113353439
847,San Bernardino County,Chino Hills,36024,,,,,,,,,169473214.660156,63999.6220545599
848,San Bernardino County,Colton,36002,,,,,,,,,60973948.7226563,85404.0522207561
849,San Bernardino County,Fontana,36010,,,,,,,,,164194310.074219,91756.8971639258
850,San Bernardino County,Grand Terrace,36016,,,,,,,,,13378996.34375,21878.4787726715
851,San Bernardino County,Hesperia,36020,,,,,,,,,277212178.050781,163242.389112018
852,San Bernardino County,Highland,36018,,,,,,,,,70775328.9609375,81826.2663017653
853,San Bernardino County,Loma Linda,36013,,,,,,,,,3667.359375,273.049473449588
854,San Bernardino County,Loma Linda,36013,,,,,,,,,3904.10546875,249.935688513962
855,San Bernardino County,Loma Linda,36013,,,,,,,,,7328.28125,346.406188916417
856,San Bernardino County,Loma Linda,36013,,,,,,,,,33833150.7460938,27522.4247084916
857,San Bernardino County,Montclair,36011,,,,,,,,,20955266.15625,23120.5218015062
858,San Bernardino County,Needles,36003,,,,,,,,,120091688.871094,65601.4748871887
859,San Bernardino County,Ontario,36004,,,,,,,,,188816986.113281,65545.3337039356
860,San Bernardino County,Rancho Cucamonga,36015,,,,,,,,,176252202.175781,65105.9898047984
861,San Bernardino County,Redlands,36005,,,,,,,,,313.8828125,70.9277625536088
862,San Bernardino County,Redlands,36005,,,,,,,,,537.54296875,92.8374701688574
863,San Bernardino County,Redlands,36005,,,,,,,,,4671.54296875,274.463940156015
864,San Bernardino County,Redlands,36005,,,,,,,,,4919.33984375,393.789252519349
865,San Bernardino County,Redlands,36005,,,,,,,,,12227.05078125,545.461482628144
866,San Bernardino County,Redlands,36005,,,,,,,,,17776.09375,542.28451907196
867,San Bernardino County,Redlands,36005,,,,,,,,,137122249.222656,109699.610814786
868,San Bernardino County,Rialto,36006,,,,,,,,,91407262.4492188,98606.353340848
869,San Bernardino County,San Bernardino,36007,,,,,,,,,285852.2890625,2690.20325073624
870,San Bernardino County,San Bernardino,36007,,,,,,,,,342151.875,3878.93075008134
871,San Bernardino County,San Bernardino,36007,,,,,,,,,235996113.378906,254842.914574092
872,San Bernardino County,Twentynine Palms,36019,,,,,,,,,222911147.65625,106736.661719319
873,San Bernardino County,Unincorporated,36000,,,,,,,,,73945016456.8516,2023375.76821584
874,San Bernardino County,Unincorporated,36000,,,,,,,,,14611.6328125,700.061483637524
875,San Bernardino County,Unincorporated,36000,,,,,,,,,98972.62109375,1662.67205653261
876,San Bernardino County,Unincorporated,36000,,,,,,,,,108686.37109375,1550.31541367649
877,San Bernardino County,Unincorporated,36000,,,,,,,,,140987.6484375,1720.7100127048
878,San Bernardino County,Unincorporated,36000,,,,,,,,,443545.359375,4758.50052263806
879,San Bernardino County,Unincorporated,36000,,,,,,,,,1113556.8984375,6837.3793357484
880,San Bernardino County,Unincorporated,36000,,,,,,,,,1463844.37109375,6338.28714267258
881,San Bernardino County,Unincorporated,36000,,,,,,,,,1604273.70703125,8887.4768172721
882,San Bernardino County,Unincorporated,36000,,,,,,,,,1660798.30078125,5714.05541759485
883,San Bernardino County,Unincorporated,36000,,,,,,,,,1872955.82421875,10338.7323776669
884,San Bernardino County,Unincorporated,36000,,,,,,,,,2097564.625,13699.499182583
885,San Bernardino County,Unincorporated,36000,,,,,,,,,2232394.15625,9227.14494157033
886,San Bernardino County,Unincorporated,36000,,,,,,,,,2737995.30859375,7666.42932110612
887,San Bernardino County,Unincorporated,36000,,,,,,,,,6066699.6640625,12315.6474117974
888,San Bernardino County,Unincorporated,36000,,,,,,,,,5418841.48046875,10496.9181288534
889,San Bernardino County,Unincorporated,36000,,,,,,,,,41221455.0625,50031.8620239882
890,San Bernardino County,Unincorporated,36000,,,,,,,,,6686823.33984375,11956.0353353913
891,San Bernardino County,Unincorporated,36000,,,,,,,,,1512874.46875,8994.87493681197
892,San Bernardino County,Unincorporated,36000,,,,,,,,,477389.37890625,3445.40222141258
893,San Bernardino County,Unincorporated,36000,,,,,,,,,2268808.23828125,9765.00381665079
894,San Bernardino County,Unincorporated,36000,,,,,,,,,22972319.1484375,28446.7370165783
895,San Bernardino County,Unincorporated,36000,,,,,,,,,5117085.70703125,13687.3173621073
896,San Bernardino County,Unincorporated,36000,,,,,,,,,30007123.0234375,27992.6255776009
897,San Bernardino County,Unincorporated,36000,,,,,,,,,2474585.859375,12089.5441088912
898,San Bernardino County,Unincorporated,36000,,,,,,,,,2139883.1875,9173.75452733386
899,San Bernardino County,Unincorporated,36000,,,,,,,,,6273300.73331833,19625.2659304821
900,San Bernardino County,Unincorporated,36000,,,,,,,,,3621151.921875,10130.6585757304
901,San Bernardino County,Unincorporated,36000,,,,,,,,,8519496.19921875,15298.3543721125
902,San Bernardino County,Unincorporated,36000,,,,,,,,,12866416.6054688,20531.072637322
903,San Bernardino County,Upland,36008,,,,,,,,,59368189.1445313,35312.1475513545
904,San Bernardino County,Victorville,36012,,,,,,,,,283190976.871094,143029.385993436
905,San Bernardino County,Yucaipa,36022,,,,,,,,,106887024.3125,66670.6229154935
906,San Bernardino County,Yucca Valley,36023,,,,,,,,,150879347.839844,63722.0810082565
907,San Diego County,Carlsbad,37009,,,,,,,,,144801449.625,65764.1795917969
908,San Diego County,Chula Vista,37001,,,,,,,,,190830765.25,117764.018292765
909,San Diego County,Coronado,37002,,,,,,,,,51650963.8492889,48457.7101227384
910,San Diego County,Del Mar,37011,,,,,,,,,6594304.42578125,14922.9706184724
911,San Diego County,El Cajon,37003,,,,,,,,,53431841.3159027,86079.8317944685
912,San Diego County,Encinitas,37019,,,,,,,,,72364568.171875,58749.9994437224
913,San Diego County,Escondido,37004,,,,,,,,,200382.1171875,2095.4160290267
914,San Diego County,Escondido,37004,,,APRICE1,4/3/2025 12:50:59 AM,,,,,138713791.703125,201454.609770045
915,San Diego County,Imperial Beach,37014,,,,,,,,,16238850.1015625,22192.4625617053
916,San Diego County,La Mesa,37005,,,,,,,,,33193217.6210938,49640.2415210881
917,San Diego County,Lemon Grove,37015,,,,,,,,,14361404.4101563,23561.5823760927
918,San Diego County,National City,37006,,,,,,,,,34126250.4375,65551.6104194207
919,San Diego County,Oceanside,37007,,,,,,,,,156561554.772842,90695.2625111883
920,San Diego County,Oceanside,37007,,,,,,,,,948.29296875,126.219043957953
921,San Diego County,Poway,37017,,,,,,,,,144430721.609375,77235.8904012512
922,San Diego County,San Diego,37008,,,,,,,,,6483.83984375,340.69042282057
923,San Diego County,San Diego,37008,,,,,,,,,12634.9140625,487.073716378778
924,San Diego County,San Diego,37008,,,,,,,,,82877.12109375,1160.77795793251
925,San Diego County,San Diego,37008,,,,,,,,,376822.515625,3753.92533081722
926,San Diego County,San Diego,37008,,,,,,,,,1259401630.73639,434548.545355538
927,San Diego County,San Marcos,37013,,,,,,,,,91060737.3983841,82465.1780379815
928,San Diego County,Santee,37016,,,,,,,,,61444833.8122253,54073.5551223116
929,San Diego County,Solana Beach,37018,,,,,,,,,12597780.0859375,17427.7686789548
930,San Diego County,Unincorporated,37000,,,,,,,,,1332.2734375,146.042720080378
931,San Diego County,Unincorporated,37000,,,,,,,,,2199.23046875,239.104038443838
932,San Diego County,Unincorporated,37000,,,,,,,,,3723.4609375,249.426745323976
933,San Diego County,Unincorporated,37000,,,,,,,,,8749.54296875,376.625380737875
934,San Diego County,Unincorporated,37000,,,,,,,,,10344.48046875,417.391077616841
935,San Diego County,Unincorporated,37000,,,,,,,,,10286.6640625,417.464619028862
936,San Diego County,Unincorporated,37000,,,,,,,,,11250.296875,528.231975081803
937,San Diego County,Unincorporated,37000,,,,,,,,,11355.69140625,434.122638817363
938,San Diego County,Unincorporated,37000,,,,,,,,,11599.546875,461.680221311745
939,San Diego County,Unincorporated,37000,,,,,,,,,13741.38671875,806.751915995622
940,San Diego County,Unincorporated,37000,,,,,,,,,14709.9765625,517.433599664867
941,San Diego County,Unincorporated,37000,,,,,,,,,22674.421875,727.663159592356
942,San Diego County,Unincorporated,37000,,,,,,,,,23498.6796875,732.309983561735
943,San Diego County,Unincorporated,37000,,,,,,,,,35888.1015625,895.538649332157
944,San Diego County,Unincorporated,37000,,,,,,,,,38139.90234375,945.300739154198
945,San Diego County,Unincorporated,37000,,,,,,,,,38779.41015625,966.239677847761
946,San Diego County,Unincorporated,37000,,,,,,,,,42474.18359375,983.499179242563
947,San Diego County,Unincorporated,37000,,,,,,,,,45590.78515625,1109.58784887681
948,San Diego County,Unincorporated,37000,,,,,,,,,91957.43359375,1336.39786265673
949,San Diego County,Unincorporated,37000,,,,,,,,,108214.2578125,1623.48935343072
950,San Diego County,Unincorporated,37000,,,,,,,,,89676.37109375,1607.86445291153
951,San Diego County,Unincorporated,37000,,,,,,,,,167382.71484375,2026.18233850115
952,San Diego County,Unincorporated,37000,,,,,,,,,204013.27734375,2895.76007622404
953,San Diego County,Unincorporated,37000,,,,,,,,,208405.9921875,2106.19445670204
954,San Diego County,Unincorporated,37000,,,,,,,,,183690.03125,2492.72697917038
955,San Diego County,Unincorporated,37000,,,,,,,,,273061.41796875,3110.55861353967
956,San Diego County,Unincorporated,37000,,,,,,,,,303028.8984375,3472.33903731333
957,San Diego County,Unincorporated,37000,,,,,,,,,373566.81640625,2594.90279634858
958,San Diego County,Unincorporated,37000,,,,,,,,,588156.241519928,4391.60632434839
959,San Diego County,Unincorporated,37000,,,,,,,,,605381.421875,5257.72465689516
960,San Diego County,Unincorporated,37000,,,,,,,,,587841.933535576,4821.68777279308
961,San Diego County,Unincorporated,37000,,,,,,,,,1244669.06640625,6555.07081182654
962,San Diego County,Unincorporated,37000,,,,,,,,,1316956.1484375,9678.78436001779
963,San Diego County,Unincorporated,37000,,,,,,,,,2882400.8046875,13827.5521485074
964,San Diego County,Unincorporated,37000,,,,,,,,,2947158.984375,7882.44089467376
965,San Diego County,Unincorporated,37000,,,,,,,,,3150367.36328125,9288.35816314711
966,San Diego County,Unincorporated,37000,,,,,,,,,6139471.38671875,13061.4130860472
967,San Diego County,Unincorporated,37000,,,APRICE1,4/3/2025 12:50:32 AM,,,,,192948238.082031,145766.600312249
968,San Diego County,Unincorporated,37000,,,,,,,,,1529012.95703125,11128.6175348704
969,San Diego County,Unincorporated,37000,,,,,,,,,25428277.859375,39837.5352829454
970,San Diego County,Unincorporated,37000,,,,,,,,,13928430185.8771,1140903.04859523
971,San Diego County,Vista,37012,,,,,,,,,70493586.761364,93663.6342648111
972,San Francisco County,San Francisco,38001,,,,,,,,,397196432.175781,80699.051406583
973,San Francisco County,San Francisco,38001,,,,,,,,,565904459.351563,122857.620570113
974,San Joaquin County,Escalon,39006,,,,,,,,,9211908.38671875,24706.6876377508
975,San Joaquin County,Escalon,39006,,,,,,,,,184618.1953125,2218.31313561286
976,San Joaquin County,Escalon,39006,,,,,,,,,55772.2421875,1382.71819843628
977,San Joaquin County,Escalon,39006,,,,,,,,,291199.56640625,2548.37332365181
978,San Joaquin County,Lathrop,39007,,,,,,,,,86988510.140625,68583.8175948826
979,San Joaquin County,Lodi,39001,,,,,,,,,51866202.9023438,44956.522814732
980,San Joaquin County,Lodi,39001,,,,,,,,,2672266.72265625,8447.58297496998
981,San Joaquin County,Lodi,39001,,,,,,,,,4089407.328125,8869.66692559328
982,San Joaquin County,Lodi,39001,,,,,,,,,40512.98828125,1056.97655295919
983,San Joaquin County,Manteca,39002,,,,,,,,,92149518.203125,84698.2835647912
984,San Joaquin County,Mountain House,39008,,,,,,,,,28692455.4817657,36490.0000941132
985,San Joaquin County,Ripon,39005,,,,,,,,,3709.41796875,294.071436886638
986,San Joaquin County,Ripon,39005,,,,,,,,,23006601.1054688,35913.7264531209
987,San Joaquin County,Stockton,39003,,,APRICE1,4/3/2025 1:34:50 AM,,,,,278034952.315394,284090.790792097
988,San Joaquin County,Tracy,39004,,,,,,,,,101470.35546875,1419.37793770084
989,San Joaquin County,Tracy,39004,,,,,,,,,109694975.96875,124296.31991698
990,San Joaquin County,Unincorporated,39000,,,APRICE1,4/3/2025 1:33:54 AM,,,,,5235269420.62837,992594.614814066
991,San Joaquin County,Unincorporated,39000,,,,,,,,,6484.4375,397.575489873165
992,San Joaquin County,Unincorporated,39000,,,,,,,,,27337.01171875,697.81150830578
993,San Joaquin County,Unincorporated,39000,,,,,,,,,30298.97265625,977.980154220758
994,San Joaquin County,Unincorporated,39000,,,,,,,,,72100.84765625,1246.51097472743
995,San Joaquin County,Unincorporated,39000,,,,,,,,,180657.95703125,2315.01406345141
996,San Joaquin County,Unincorporated,39000,,,,,,,,,214544.62890625,2415.79869829361
997,San Joaquin County,Unincorporated,39000,,,,,,,,,255715.078125,2425.49304259686
998,San Joaquin County,Unincorporated,39000,,,,,,,,,300389.11328125,2655.63553908248
999,San Joaquin County,Unincorporated,39000,,,,,,,,,304887.3046875,2443.75570157306
1000,San Joaquin County,Unincorporated,39000,,,,,,,,,336723.9921875,3402.36123194122
1001,San Joaquin County,Unincorporated,39000,,,,,,,,,337365.640625,2858.14780429111
1002,San Joaquin County,Unincorporated,39000,,,,,,,,,401231.9500494,3213.76359864953
1003,San Joaquin County,Unincorporated,39000,,,,,,,,,407264.67578125,2898.97992800613
1004,San Joaquin County,Unincorporated,39000,,,,,,,,,415921.05859375,3663.28908128409
1005,San Joaquin County,Unincorporated,39000,,,,,,,,,494377.85546875,3091.47689630438
1006,San Joaquin County,Unincorporated,39000,,,,,,,,,616899.59765625,3212.06714447938
1007,San Joaquin County,Unincorporated,39000,,,,,,,,,631774.671682358,5623.80168358826
1008,San Joaquin County,Unincorporated,39000,,,,,,,,,1936466.1953125,8736.07070263577
1009,San Joaquin County,Unincorporated,39000,,,,,,,,,3475940.28125,7627.78060520269
1010,San Joaquin County,Unincorporated,39000,,,,,,,,,5093848.5859375,21029.2740560802
1011,San Joaquin County,Unincorporated,39000,,,,,,,,,8612247.1206646,22947.2411691453
1012,San Joaquin County,Unincorporated,39000,,,,,,,,,432465.05078125,3631.21472672947
